2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2,
2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2,
2,10,10,10,10,10,101,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2,
2,10,10,10,10,10,4,143,143,143,4,10,10,10,10,10,10,10,10,330,10,10,10,10,10,10,330,10,106,10,10,2,
2,10,10,10,10,10,4,14,14,14,4,4,4,4,4,4,143,143,4,4,143,143,143,4,4,4,4,4,4,4,4,2,
2,10,10,10,10,10,4,14,14,14,14,14,14,14,4,4,14,14,4,4,14,14,14,4,14,14,14,14,14,14,14,2,
2,10,10,10,10,10,4,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,2,
2,10,10,10,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,202,2,
2,10,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,202,2,
2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,202,2,
2,10,10,101,10,10,10,10,10,10,10,10,101,10,10,10,10,10,10,10,10,10,10,10,101,10,10,10,10,10,202,2,
2,2,2,2,2,140,140,140,140,140,4,4,4,4,140,140,140,140,140,140,140,140,2,2,2,2,203,10,10,10,10,2,
2,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,2,203,10,10,10,10,2,
2,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,2,203,10,10,10,10,2,
2,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,2,203,10,10,10,10,2,
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,10,10,10,10,10,2,
2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,201,201,2,
2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,101,10,10,10,10,10,10,10,2,
2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,202,4,4,4,4,4,4,15,15,15,15,2,
2,10,100,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,202,4,15,15,15,15,15,15,15,15,15,2,
2,10,10,10,10,201,201,201,201,201,201,201,201,201,201,201,201,201,10,10,202,4,15,15,15,15,15,15,15,15,15,2,
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
