2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,10,10,10,10,10,10,10,427,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2
2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,426,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2
2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,425,10,10,10,10,10,10,10,10,10,10,10,2
2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,330,10,10,2
2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,4,4,4,4,10,2
2,10,10,10,10,10,102,10,10,10,10,10,10,10,10,10,10,102,10,10,10,10,10,10,10,10,4,10,10,10,10,2
2,10,10,10,10,10,4,4,15,4,4,4,407,4,4,15,4,4,4,143,143,143,4,4,4,4,4,10,10,10,10,2
2,203,10,10,10,202,2,10,2,10,10,10,2,10,10,2,2,2,2,14,14,407,10,10,10,10,10,10,10,10,10,2
2,203,10,10,10,202,2,10,10,10,10,10,10,10,10,10,10,10,10,2,2,2,10,10,10,10,10,10,10,10,10,2
2,203,10,10,10,202,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2
2,203,10,10,10,202,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2
2,203,10,10,10,202,2,10,10,10,10,10,10,10,10,10,330,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2
2,203,10,10,10,202,2,10,10,10,10,10,10,10,2,2,2,2,2,10,10,515,10,10,10,10,10,10,10,10,102,2
2,203,10,10,10,202,2,10,10,10,10,2,141,141,141,141,141,141,2,143,143,2,2,2,2,2,2,141,141,2,2,2
2,203,10,10,10,202,2,10,10,10,10,2,12,12,12,12,12,12,2,14,14,14,14,14,14,2,12,12,12,12,12,2
2,203,10,10,10,202,2,10,10,10,10,2,2,2,12,12,12,12,2,14,14,14,14,14,14,2,12,12,12,12,12,2
2,203,10,10,10,202,2,10,10,10,10,10,10,2,12,12,12,12,2,14,14,14,14,14,14,2,12,12,12,12,12,2
2,203,10,10,10,202,2,10,10,10,10,10,10,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,203,10,10,10,202,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2
2,10,10,10,10,10,2,10,10,102,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2
2,10,10,10,10,10,2,143,143,2,10,10,10,10,10,10,10,10,10,10,2,141,141,2,10,10,10,10,10,10,10,2
2,10,10,100,10,10,2,14,14,2,10,10,10,10,10,535,10,330,10,10,2,12,12,2,10,10,10,10,10,106,10,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,1,3,5,,,,,,,,,,,,,,,,,,,,,,,
,0,Sol,,,,2,4,8, Plateformes,,,,,,10,->,99, Walkable Tiles,,,,,,,,,,,,,
,,,,,,7,9,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,100,,perso,,,140,141,12,,Water Top,,,,,15,,Vide,,,,280,,Champignon,,,,,,,,
,106,,exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,102,,checkpoint,,,142,143,14,,Lava Top,,,,,330,,Cactus,,,,201,202,203,204,,,Piques (1 2 3 4 orientation),,,,
