2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2
2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2
2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,201,201,201,10,10,10,10,10,10,10,2
2,10,10,10,201,201,201,201,10,10,10,10,10,10,10,10,10,10,10,10,10,2,2,2,10,10,10,10,10,10,10,2
2,10,10,10,2,2,2,2,10,10,10,10,10,10,10,10,10,10,10,10,10,204,204,204,10,10,10,10,10,10,10,2
2,10,10,10,10,10,10,10,10,10,10,435,102,10,10,10,10,533,10,10,10,10,10,10,10,10,10,10,10,10,10,2
2,10,10,10,10,10,10,10,414,10,10,10,4,4,4,4,4,4,203,10,10,10,10,10,10,10,10,10,10,106,10,2
2,102,10,10,10,10,10,10,10,10,10,10,204,204,204,204,204,204,10,10,10,10,10,10,2,2,2,2,2,2,2,2
2,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2
2,15,201,201,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2
2,15,2,2,10,10,10,10,10,10,10,102,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2
2,15,15,15,15,15,15,15,2,2,2,2,2,2,2,141,141,141,141,141,141,141,141,141,141,141,4,4,4,10,10,2
2,15,15,15,15,15,15,15,2,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,4,10,10,2
2,15,15,15,15,15,15,15,2,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,4,10,10,2
2,15,15,15,15,15,15,15,2,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,4,10,102,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,10,4,2
2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2
2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2
2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2
2,10,10,10,10,10,10,10,10,10,4,4,4,4,4,4,141,141,141,141,141,4,4,4,141,141,141,141,141,2,2,2
2,10,100,10,10,10,10,10,10,10,4,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,2
2,10,10,10,10,10,10,10,10,10,4,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,2
2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,1,3,5,,,,,,,,,,,,,,,,,,,,,,,
,0,Sol,,,,2,4,8, Plateformes,,,,,,10,->,99, Walkable Tiles,,,,,,,,,,,,,
,,,,,,7,9,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,100,,perso,,,140,141,12,,Water Top,,,,,15,,Vide,,,,514,,Champignon,,,,432, ,Disks,,
,106,,exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,102,,checkpoint,,,142,143,14,,Lava Top,,,,,330,,Cactus,,,,201,202,203,204,,,Piques (1 2 3 4 orientation),,,,
